time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm)_x,elevation,city_x,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm)_y,vapor_pressure_deficit (kPa),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),city_y,month,rainy,year
2021-02-13,28.1,26.0,33.8,31.5,2021-02-13T05:20,2021-02-13T17:45,19.16,10.1,0.0,14.3,28.4,3.65,0,u,26.7,88.0,24.5,32.5,1011.3,985.9,0.0,63.0,30.0,33.0,54.0,0.0,0.0,0.0,0.0,3.4,4.0,328.0,333.0,11.9,0.0,0.43,26.6,26.9,26.9,26.9,0.105,0.107,0.107,0.11,u,2,True,2021
2021-02-14,29.1,26.1,36.1,31.1,2021-02-14T05:20,2021-02-14T17:45,23.89,3.5,0.0,15.2,31.0,4.54,0,u,26.6,88.0,24.4,32.2,1012.4,986.9,0.0,51.0,23.0,10.0,80.0,0.0,0.0,0.0,0.0,4.9,7.0,287.0,282.0,13.3,0.0,0.42,26.7,26.9,26.9,26.9,0.106,0.109,0.107,0.11,u,2,True,2021
2021-02-15,29.0,26.0,35.1,31.0,2021-02-15T05:20,2021-02-15T17:45,24.58,2.0,0.0,16.1,29.9,4.67,0,u,26.2,87.0,23.9,31.0,1011.8,986.3,0.0,99.0,59.0,26.0,100.0,0.0,0.0,0.0,0.0,8.4,10.2,280.0,278.0,21.2,0.01,0.43,26.7,26.9,26.9,26.9,0.106,0.106,0.106,0.11,u,2,True,2021
2021-02-16,29.3,25.6,36.4,31.0,2021-02-16T05:20,2021-02-16T17:44,25.4,2.0,0.0,13.1,26.3,4.89,0,u,26.0,91.0,24.4,31.6,1010.7,985.2,0.0,65.0,19.0,32.0,96.0,0.0,0.0,0.0,0.0,5.5,5.7,247.0,252.0,8.3,0.0,0.31,26.7,26.9,26.9,26.9,0.103,0.104,0.104,0.109,u,2,True,2021
2021-02-17,28.3,26.0,34.8,29.6,2021-02-17T05:21,2021-02-17T17:44,22.56,4.6,0.0,18.7,34.2,4.24,0,u,26.7,90.0,24.9,32.6,1010.1,984.7,0.0,51.0,17.0,10.0,100.0,0.0,0.0,0.0,0.0,4.7,6.6,293.0,279.0,12.2,0.0,0.35,26.7,27.0,26.9,26.9,0.1,0.102,0.102,0.109,u,2,True,2021
2021-02-18,29.8,26.0,35.4,29.7,2021-02-18T05:21,2021-02-18T17:44,24.88,2.4,0.0,17.7,28.1,5.16,0,u,26.0,91.0,24.4,29.7,1011.0,985.5,0.0,79.0,33.0,34.0,95.0,0.0,0.0,0.0,0.0,17.7,23.3,282.0,278.0,25.6,0.01,0.3,26.8,27.0,27.0,27.0,0.106,0.102,0.101,0.109,u,2,True,2021
2021-02-19,29.1,26.3,35.6,31.8,2021-02-19T05:21,2021-02-19T17:44,19.69,8.8,0.0,11.4,28.1,4.02,0,u,26.5,87.0,24.3,31.8,1010.3,984.9,0.0,46.0,7.0,16.0,100.0,0.0,0.0,0.0,0.0,6.7,8.8,324.0,325.0,17.3,0.0,0.43,27.1,27.2,27.2,27.1,0.105,0.101,0.1,0.109,u,2,True,2021
2021-02-20,27.6,25.7,33.7,31.0,2021-02-20T05:21,2021-02-20T17:43,16.68,20.3,0.0,12.3,24.8,3.2,0,u,26.5,90.0,24.7,31.6,1010.7,985.3,0.0,83.0,34.0,37.0,99.0,0.0,0.0,0.0,0.0,9.8,11.6,294.0,292.0,8.3,0.01,0.36,27.1,27.2,27.2,27.2,0.105,0.106,0.1,0.109,u,2,True,2021
2021-02-21,28.5,26.2,34.3,31.4,2021-02-21T05:21,2021-02-21T17:43,16.25,3.3,0.0,11.7,24.5,3.27,0,u,26.7,89.0,24.8,32.6,1011.9,986.5,0.0,93.0,10.0,91.0,99.0,0.0,0.0,0.0,0.0,4.1,5.8,315.0,300.0,6.8,0.0,0.37,27.0,27.1,27.2,27.2,0.107,0.109,0.103,0.109,u,2,True,2021
2021-02-22,27.2,24.9,33.0,29.6,2021-02-22T05:21,2021-02-22T17:43,19.95,6.3,0.0,15.1,31.3,3.64,0,u,25.9,91.0,24.4,30.9,1010.2,984.7,0.0,68.0,36.0,10.0,99.0,0.0,0.0,0.0,0.0,9.0,12.1,247.0,243.0,20.9,0.0,0.29,27.0,27.2,27.2,27.2,0.104,0.107,0.103,0.108,u,2,True,2021
2021-02-23,28.4,25.2,32.8,29.4,2021-02-23T05:21,2021-02-23T17:42,11.68,15.9,0.0,18.4,29.5,2.42,0,u,25.5,91.0,24.0,30.3,1009.8,984.3,0.0,100.0,84.0,7.0,97.0,0.0,0.0,0.0,0.0,8.8,11.2,261.0,255.0,22.7,0.0,0.28,26.8,27.1,27.1,27.2,0.104,0.105,0.103,0.108,u,2,True,2021
2021-02-24,28.2,26.4,34.4,31.1,2021-02-24T05:21,2021-02-24T17:42,11.98,12.1,0.0,11.6,27.0,2.62,0,u,26.7,87.0,24.4,31.3,1006.8,981.5,0.0,100.0,98.0,63.0,98.0,0.0,0.0,0.0,0.0,11.6,13.4,296.0,297.0,20.2,0.01,0.45,27.0,27.1,27.2,27.2,0.108,0.109,0.103,0.108,u,2,True,2021
2021-02-25,30.0,26.6,38.1,31.5,2021-02-25T05:22,2021-02-25T17:41,22.62,0.9,0.0,11.4,24.1,4.65,0,u,26.7,88.0,24.6,32.3,1007.0,981.7,0.0,66.0,28.0,21.0,93.0,0.0,0.0,0.0,0.0,5.7,8.0,18.0,18.0,16.2,0.0,0.42,27.0,27.1,27.2,27.2,0.105,0.108,0.105,0.108,u,2,True,2021
2021-02-26,28.1,26.0,34.9,30.8,2021-02-26T05:22,2021-02-26T17:41,20.67,4.3,0.0,15.2,27.7,3.86,0,u,27.2,86.0,24.7,32.8,1008.4,983.1,0.0,45.0,19.0,7.0,80.0,0.0,0.0,0.0,0.0,5.8,7.4,338.0,337.0,12.2,0.0,0.49,27.0,27.1,27.1,27.2,0.101,0.104,0.104,0.108,u,2,True,2021
2021-02-27,26.6,25.1,32.6,29.8,2021-02-27T05:22,2021-02-27T17:41,6.5,29.1,0.0,13.9,43.6,1.4,0,u,25.6,93.0,24.4,30.3,1009.3,983.8,0.0,88.0,37.0,43.0,95.0,0.0,0.0,0.0,0.0,11.5,13.4,266.0,264.0,28.4,0.0,0.23,27.0,27.2,27.1,27.2,0.107,0.105,0.103,0.108,u,2,True,2021
2021-02-28,28.4,24.7,34.8,29.0,2021-02-28T05:22,2021-02-28T17:40,21.54,9.5,0.0,14.3,39.2,4.16,0,u,25.1,95.0,24.2,29.7,1011.3,985.7,0.0,89.0,23.0,64.0,100.0,0.0,0.0,0.0,0.0,10.8,13.6,255.0,248.0,20.2,0.0,0.16,26.7,26.9,27.1,27.1,0.11,0.11,0.107,0.108,u,2,True,2021
2021-03-01,29.4,26.3,35.8,31.6,2021-03-01T05:22,2021-03-01T17:40,22.6,0.0,0.0,15.3,25.2,4.59,0,u,26.3,85.0,23.6,32.0,1011.9,986.4,0.0,54.0,16.0,62.0,9.0,0.0,0.0,0.0,0.0,0.8,3.1,297.0,249.0,14.0,0.0,0.51,26.6,27.0,27.1,27.1,0.105,0.109,0.108,0.108,u,3,True,2021
2021-03-02,30.3,27.0,37.5,31.9,2021-03-02T05:22,2021-03-02T17:39,24.21,2.7,0.0,11.5,26.6,4.91,0,u,27.3,87.0,25.0,33.1,1011.4,986.0,0.0,35.0,15.0,7.0,56.0,0.0,0.0,0.0,0.0,6.2,8.3,21.0,18.0,13.7,0.0,0.46,27.1,27.3,27.3,27.3,0.098,0.102,0.107,0.108,u,3,True,2021
2021-03-03,29.4,27.0,37.3,32.4,2021-03-03T05:22,2021-03-03T17:39,24.67,3.3,0.0,7.3,25.6,4.96,0,u,27.0,85.0,24.3,32.4,1011.2,985.8,0.0,40.0,19.0,21.0,35.0,0.0,0.0,0.0,0.0,6.2,8.0,10.0,8.0,19.1,0.0,0.53,26.8,27.2,27.2,27.2,0.103,0.102,0.106,0.108,u,3,True,2021
2021-03-04,29.0,25.5,34.9,30.3,2021-03-04T05:22,2021-03-04T17:38,18.03,5.5,0.0,14.7,33.1,3.59,0,u,27.5,84.0,24.5,33.5,1012.0,986.6,0.0,68.0,15.0,40.0,100.0,0.0,0.0,0.0,0.0,2.6,3.4,304.0,302.0,13.0,0.0,0.6,27.2,27.2,27.2,27.2,0.103,0.104,0.105,0.108,u,3,True,2021
2021-03-05,27.3,25.5,32.5,29.5,2021-03-05T05:22,2021-03-05T17:38,8.88,19.3,0.0,15.5,29.9,1.97,0,u,25.9,89.0,23.9,29.9,1012.7,987.2,0.0,100.0,46.0,94.0,100.0,0.0,0.0,0.0,0.0,13.4,16.8,262.0,261.0,25.2,0.01,0.37,26.9,27.2,27.2,27.2,0.107,0.104,0.104,0.108,u,3,True,2021
2021-03-06,28.4,25.9,35.3,31.3,2021-03-06T05:22,2021-03-06T17:38,20.96,2.4,0.0,11.2,27.7,4.07,0,u,26.3,88.0,24.2,31.7,1011.1,985.7,0.0,53.0,21.0,10.0,95.0,0.0,0.0,0.0,0.0,5.5,6.9,293.0,298.0,8.6,0.0,0.41,26.7,27.0,27.2,27.2,0.105,0.108,0.105,0.108,u,3,True,2021
2021-03-07,28.4,25.8,35.9,31.4,2021-03-07T05:22,2021-03-07T17:37,20.99,7.3,0.0,12.0,21.6,4.09,0,u,26.1,89.0,24.2,31.6,1011.7,986.2,0.0,72.0,35.0,21.0,94.0,0.0,0.0,0.0,0.0,4.6,5.7,231.0,235.0,9.0,0.0,0.36,26.8,27.1,27.1,27.2,0.105,0.105,0.105,0.108,u,3,True,2021
2021-03-08,28.1,25.6,35.2,31.0,2021-03-08T05:22,2021-03-08T17:37,19.95,11.4,0.0,9.8,28.8,3.9,0,u,26.1,88.0,24.0,31.0,1011.5,986.0,0.0,71.0,35.0,24.0,82.0,0.0,0.0,0.0,0.0,8.3,9.7,270.0,272.0,10.1,0.0,0.41,26.9,27.0,27.1,27.1,0.106,0.108,0.106,0.108,u,3,True,2021
2021-03-09,28.1,24.6,34.0,29.8,2021-03-09T05:22,2021-03-09T17:36,19.72,9.5,0.0,18.6,31.7,3.73,0,u,25.6,90.0,23.8,30.7,1011.4,985.9,0.0,100.0,62.0,38.0,90.0,0.0,0.0,0.0,0.0,5.8,7.1,240.0,240.0,11.2,0.0,0.32,27.0,27.2,27.2,27.3,0.107,0.108,0.107,0.108,u,3,True,2021
2021-03-10,28.4,26.3,35.9,32.0,2021-03-10T05:22,2021-03-10T17:36,18.95,1.0,0.0,8.1,20.5,3.83,0,u,27.2,86.0,24.7,32.6,1011.6,986.2,0.0,88.0,7.0,86.0,100.0,0.0,0.0,0.0,0.0,7.1,8.4,336.0,335.0,13.0,0.0,0.49,27.1,27.2,27.2,27.3,0.105,0.106,0.108,0.109,u,3,True,2021
2021-03-11,28.1,25.8,35.1,31.2,2021-03-11T05:22,2021-03-11T17:35,22.52,3.7,0.0,13.5,26.3,4.3,0,u,26.8,86.0,24.3,31.9,1011.3,985.9,0.0,65.0,22.0,26.0,98.0,0.0,0.0,0.0,0.0,8.0,9.5,100.0,101.0,13.3,0.01,0.48,27.1,27.2,27.2,27.2,0.101,0.103,0.106,0.109,u,3,True,2021
2021-03-12,28.5,26.1,34.9,31.5,2021-03-12T05:22,2021-03-12T17:35,20.19,2.3,0.0,15.5,31.0,3.86,0,u,26.3,88.0,24.2,32.3,1012.0,986.5,0.0,57.0,7.0,35.0,98.0,0.0,0.0,0.0,0.0,1.8,2.2,281.0,270.0,7.6,0.0,0.4,27.0,27.2,27.2,27.2,0.102,0.102,0.105,0.109,u,3,True,2021
2021-03-13,28.1,25.9,33.8,30.6,2021-03-13T05:22,2021-03-13T17:34,18.46,3.9,0.0,14.2,29.2,3.59,0,u,25.9,89.0,24.0,31.5,1012.2,986.7,0.0,92.0,14.0,83.0,100.0,0.0,0.0,0.0,0.0,3.6,5.1,264.0,266.0,16.6,0.0,0.37,26.9,27.3,27.3,27.3,0.1,0.101,0.103,0.108,u,3,True,2021
2021-03-14,28.7,25.8,35.6,30.6,2021-03-14T05:22,2021-03-14T17:34,22.4,10.5,0.0,11.9,25.9,4.28,0,u,26.4,87.0,24.0,31.3,1010.9,985.5,0.0,65.0,26.0,20.0,97.0,0.0,0.0,0.0,0.0,8.0,9.5,280.0,279.0,16.6,0.01,0.46,27.0,27.2,27.3,27.3,0.103,0.104,0.102,0.108,u,3,True,2021
2021-03-15,28.7,26.0,36.9,30.7,2021-03-15T05:22,2021-03-15T17:33,23.72,8.2,0.0,11.6,27.0,4.53,0,u,26.5,88.0,24.4,32.0,1010.4,985.0,0.0,48.0,13.0,11.0,100.0,0.0,0.0,0.0,0.0,5.6,7.2,45.0,37.0,12.2,0.0,0.41,27.0,27.2,27.2,27.3,0.104,0.106,0.102,0.108,u,3,True,2021
2021-03-16,28.7,25.8,36.4,31.3,2021-03-16T05:22,2021-03-16T17:33,24.42,5.6,0.0,11.8,24.5,4.66,0,u,25.8,92.0,24.4,31.6,1011.0,985.5,0.0,53.0,28.0,4.0,85.0,0.0,0.0,0.0,0.0,3.8,4.8,107.0,117.0,14.8,0.0,0.27,27.5,27.5,27.5,27.5,0.104,0.104,0.102,0.108,u,3,True,2021
2021-03-17,28.6,25.8,35.5,31.3,2021-03-17T05:22,2021-03-17T17:32,24.27,2.5,0.0,12.6,24.8,4.56,0,u,26.4,89.0,24.5,32.0,1011.1,985.7,0.0,96.0,63.0,46.0,39.0,0.0,0.0,0.0,0.0,5.6,6.4,45.0,38.0,10.1,0.0,0.37,27.3,27.5,27.4,27.4,0.102,0.102,0.1,0.108,u,3,True,2021
2021-03-18,29.6,26.0,37.8,31.5,2021-03-18T05:22,2021-03-18T17:31,25.03,2.3,0.0,11.2,23.4,4.94,0,u,26.1,89.0,24.1,31.7,1009.6,984.2,0.0,48.0,16.0,6.0,99.0,0.0,0.0,0.0,0.0,3.6,3.6,37.0,37.0,7.2,0.0,0.38,27.4,27.6,27.4,27.4,0.103,0.102,0.099,0.108,u,3,True,2021
2021-03-19,29.6,25.6,36.1,30.1,2021-03-19T05:21,2021-03-19T17:31,22.51,6.6,0.0,21.7,35.3,4.42,0,u,26.8,87.0,24.4,31.8,1009.2,983.8,0.0,48.0,4.0,32.0,85.0,0.0,0.0,0.0,0.0,9.0,10.8,270.0,270.0,13.0,0.01,0.47,27.4,27.6,27.5,27.5,0.103,0.103,0.098,0.108,u,3,True,2021
2021-03-20,28.8,26.0,34.0,29.7,2021-03-20T05:21,2021-03-20T17:30,19.59,3.7,0.0,19.4,35.6,3.89,0,u,26.0,91.0,24.4,30.2,1008.3,982.9,0.0,100.0,100.0,25.0,97.0,0.0,0.0,0.0,0.0,14.7,18.2,287.0,284.0,28.1,0.01,0.3,27.5,27.7,27.7,27.6,0.104,0.102,0.097,0.107,u,3,True,2021
2021-03-21,29.6,26.5,35.6,31.3,2021-03-21T05:21,2021-03-21T17:30,23.31,0.3,0.0,15.5,25.9,4.78,0,u,26.9,88.0,24.8,31.5,1006.7,981.4,0.0,45.0,15.0,22.0,60.0,0.0,0.0,0.0,0.0,13.6,16.8,287.0,285.0,22.7,0.02,0.41,27.4,27.6,27.6,27.5,0.101,0.101,0.097,0.107,u,3,True,2021
2021-03-22,29.3,26.8,35.5,31.8,2021-03-22T05:21,2021-03-22T17:29,17.8,4.3,0.0,12.8,22.0,3.76,0,u,27.5,86.0,24.9,32.8,1008.2,982.9,0.0,47.0,14.0,16.0,83.0,0.0,0.0,0.0,0.0,9.4,12.3,272.0,273.0,15.5,0.01,0.51,27.4,27.6,27.6,27.5,0.096,0.098,0.096,0.107,u,3,True,2021
2021-03-23,29.3,26.1,35.3,31.1,2021-03-23T05:21,2021-03-23T17:29,17.25,8.3,0.0,13.0,22.7,3.48,0,u,26.8,91.0,25.2,32.0,1010.2,984.8,0.0,83.0,34.0,40.0,94.0,0.0,0.0,0.0,0.0,10.9,14.1,253.0,251.0,19.8,0.0,0.31,27.6,27.5,27.5,27.5,0.101,0.101,0.095,0.107,u,3,True,2021
2021-03-24,29.2,25.8,36.5,31.1,2021-03-24T05:21,2021-03-24T17:28,23.26,10.2,0.0,12.9,28.8,4.52,0,u,26.7,91.0,25.0,32.9,1009.9,984.5,0.0,56.0,23.0,40.0,39.0,0.0,0.0,0.0,0.0,3.6,4.7,276.0,279.0,11.2,0.0,0.33,27.4,27.5,27.5,27.4,0.102,0.103,0.097,0.107,u,3,True,2021
2021-03-25,28.9,26.7,36.0,32.3,2021-03-25T05:21,2021-03-25T17:28,21.09,6.7,0.0,12.6,25.2,4.1,0,u,27.0,84.0,24.0,32.6,1008.9,983.6,0.0,57.0,17.0,44.0,52.0,0.0,0.0,0.0,0.0,3.6,3.4,45.0,32.0,7.9,0.0,0.58,27.5,27.7,27.6,27.6,0.104,0.105,0.097,0.107,u,3,True,2021
2021-03-26,28.4,26.6,36.6,32.1,2021-03-26T05:21,2021-03-26T17:27,23.41,5.8,0.0,16.2,29.2,4.32,0,u,26.7,87.0,24.4,32.5,1009.4,984.0,0.0,53.0,38.0,29.0,3.0,0.0,0.0,0.0,0.0,3.6,4.0,90.0,85.0,11.9,0.0,0.45,27.4,27.6,27.6,27.5,0.104,0.104,0.096,0.106,u,3,True,2021
2021-03-27,29.2,26.3,36.3,31.5,2021-03-27T05:21,2021-03-27T17:27,23.58,4.5,0.0,14.5,27.4,4.55,0,u,26.8,87.0,24.4,32.4,1010.1,984.7,0.0,43.0,13.0,3.0,99.0,0.0,0.0,0.0,0.0,4.6,5.9,129.0,133.0,11.9,0.0,0.46,27.7,27.7,27.6,27.6,0.106,0.107,0.097,0.106,u,3,True,2021
2021-03-28,28.6,25.9,35.3,30.9,2021-03-28T05:21,2021-03-28T17:26,21.81,2.7,0.0,14.1,26.6,4.15,0,u,26.9,88.0,24.8,32.8,1009.5,984.1,0.0,41.0,22.0,0.0,69.0,0.0,0.0,0.0,0.0,4.0,5.0,117.0,120.0,8.6,0.0,0.41,27.4,27.6,27.5,27.5,0.105,0.107,0.098,0.106,u,3,True,2021
2021-03-29,28.7,25.7,35.3,30.8,2021-03-29T05:21,2021-03-29T17:26,20.19,11.3,0.0,18.1,29.9,3.85,0,u,26.0,91.0,24.4,30.8,1009.7,984.3,0.0,88.0,41.0,35.0,100.0,0.0,0.0,0.0,0.0,10.8,13.6,127.0,127.0,22.7,0.0,0.31,27.3,27.5,27.5,27.4,0.104,0.104,0.097,0.106,u,3,True,2021
2021-03-30,29.1,26.3,35.7,31.2,2021-03-30T05:21,2021-03-30T17:25,19.13,10.2,0.0,15.5,30.6,3.71,0,u,27.2,90.0,25.4,32.8,1008.2,982.9,0.0,80.0,41.0,30.0,84.0,0.0,0.0,0.0,0.0,10.0,13.3,103.0,103.0,17.6,0.01,0.36,27.6,27.6,27.5,27.5,0.108,0.108,0.099,0.106,u,3,True,2021
2021-03-31,28.4,25.6,34.4,30.4,2021-03-31T05:21,2021-03-31T17:24,19.99,6.8,0.0,18.6,29.5,3.73,0,u,26.2,93.0,25.1,31.7,1007.6,982.2,0.0,62.0,23.0,26.0,84.0,0.0,0.0,0.0,0.0,8.6,10.8,123.0,127.0,16.6,0.0,0.22,27.4,27.6,27.6,27.5,0.105,0.108,0.102,0.106,u,3,True,2021
2021-04-01,29.7,26.3,36.6,31.6,2021-04-01T05:21,2021-04-01T17:24,21.33,6.5,0.0,14.2,30.6,4.15,0,u,26.5,91.0,25.0,31.6,1007.7,982.4,0.0,52.0,18.0,23.0,73.0,0.0,0.0,0.0,0.0,10.9,13.4,99.0,98.0,17.6,0.0,0.3,27.3,27.6,27.6,27.5,0.105,0.108,0.105,0.106,u,4,True,2021
2021-04-02,27.7,25.9,33.9,32.0,2021-04-02T05:21,2021-04-02T17:23,10.62,8.9,0.0,11.4,22.7,2.17,0,u,26.1,91.0,24.6,32.0,1007.6,982.2,0.0,56.0,24.0,7.0,99.0,0.0,0.0,0.0,0.0,3.6,4.1,143.0,142.0,9.7,0.0,0.29,27.5,27.6,27.6,27.5,0.108,0.109,0.107,0.106,u,4,True,2021
2021-04-03,29.5,26.7,36.2,33.0,2021-04-03T05:21,2021-04-03T17:23,24.2,0.1,0.0,14.0,24.1,4.75,0,u,26.9,89.0,24.9,33.0,1008.3,983.0,0.0,49.0,16.0,8.0,100.0,0.0,0.0,0.0,0.0,3.4,4.0,238.0,243.0,8.3,0.0,0.39,27.2,27.4,27.5,27.5,0.105,0.108,0.109,0.106,u,4,True,2021
2021-04-04,29.1,26.6,35.5,32.2,2021-04-04T05:20,2021-04-04T17:22,20.67,1.2,0.0,11.8,27.0,4.04,0,u,27.0,89.0,25.0,33.5,1009.5,984.1,0.0,49.0,10.0,16.0,100.0,0.0,0.0,0.0,0.0,1.1,2.6,288.0,254.0,7.9,0.0,0.4,27.5,27.8,27.7,27.6,0.099,0.102,0.108,0.106,u,4,True,2021
2021-04-05,29.8,26.8,36.2,33.0,2021-04-05T05:20,2021-04-05T17:22,18.88,0.1,0.0,7.6,18.7,3.94,0,u,27.5,87.0,25.0,33.2,1010.2,984.9,0.0,41.0,6.0,10.0,100.0,0.0,0.0,0.0,0.0,6.9,9.4,276.0,268.0,13.7,0.0,0.49,27.6,27.9,27.8,27.8,0.099,0.1,0.107,0.106,u,4,True,2021
2021-04-06,29.1,26.4,34.5,30.7,2021-04-06T05:20,2021-04-06T17:21,12.69,1.1,0.0,6.9,16.6,2.86,0,u,28.6,79.0,24.7,34.1,1009.2,984.0,0.0,45.0,15.0,2.0,100.0,0.0,0.0,0.0,0.0,6.9,8.7,313.0,300.0,14.8,0.01,0.8,27.8,27.8,27.8,27.7,0.094,0.096,0.106,0.106,u,4,True,2021
2021-04-07,29.9,26.4,35.7,30.7,2021-04-07T05:20,2021-04-07T17:21,15.34,5.6,0.0,10.5,26.3,3.31,0,u,26.5,82.0,23.1,30.7,1009.8,984.4,0.0,64.0,2.0,53.0,100.0,0.0,0.0,0.0,0.0,8.6,12.3,285.0,275.0,14.4,0.01,0.63,27.4,27.7,27.6,27.6,0.095,0.094,0.105,0.106,u,4,True,2021
2021-04-08,29.9,27.2,37.0,33.2,2021-04-08T05:20,2021-04-08T17:20,18.55,8.5,0.0,10.8,25.6,3.83,0,u,27.4,87.0,25.1,33.5,1008.5,983.2,0.0,35.0,3.0,4.0,99.0,0.0,0.0,0.0,0.0,4.8,6.5,13.0,3.0,14.8,0.0,0.47,27.5,27.5,27.6,27.5,0.105,0.099,0.104,0.106,u,4,True,2021
2021-04-09,30.3,27.6,37.7,32.6,2021-04-09T05:20,2021-04-09T17:20,21.5,0.9,0.0,12.1,24.8,4.49,0,u,27.6,86.0,24.9,33.3,1009.6,984.3,0.0,59.0,22.0,15.0,100.0,0.0,0.0,0.0,0.0,6.7,8.1,16.0,13.0,10.4,0.01,0.53,27.4,27.6,27.6,27.6,0.105,0.106,0.104,0.106,u,4,True,2021
2021-04-10,29.7,27.3,36.5,32.9,2021-04-10T05:20,2021-04-10T17:19,23.7,4.4,0.0,14.4,28.8,4.53,0,u,27.6,85.0,24.8,33.8,1011.4,986.0,0.0,74.0,15.0,56.0,89.0,0.0,0.0,0.0,0.0,2.1,3.1,31.0,21.0,8.3,0.0,0.56,27.4,27.6,27.5,27.5,0.101,0.103,0.103,0.106,u,4,True,2021
2021-04-11,28.9,26.6,35.6,31.8,2021-04-11T05:20,2021-04-11T17:19,23.14,0.0,0.0,12.7,27.4,4.49,0,u,27.6,81.0,24.1,32.8,1013.0,987.6,0.0,24.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,6.8,7.9,90.0,93.0,14.4,0.01,0.69,27.6,27.7,27.6,27.5,0.104,0.105,0.104,0.106,u,4,True,2021
2021-04-12,28.3,26.5,34.6,32.0,2021-04-12T05:20,2021-04-12T17:18,20.84,0.5,0.0,14.5,26.6,3.91,0,u,27.3,80.0,23.5,32.5,1012.9,987.5,0.0,11.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,3.5,4.3,114.0,132.0,7.9,0.0,0.72,27.5,27.7,27.6,27.5,0.098,0.102,0.103,0.106,u,4,True,2021
2021-04-13,28.2,25.8,34.7,31.4,2021-04-13T05:20,2021-04-13T17:18,22.2,0.0,0.0,12.3,23.8,4.15,0,u,26.4,89.0,24.4,32.1,1013.3,987.8,0.0,17.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,3.7,4.7,169.0,180.0,9.4,0.0,0.38,27.6,27.7,27.7,27.6,0.096,0.099,0.102,0.106,u,4,True,2021
2021-04-14,28.7,25.6,35.6,30.5,2021-04-14T05:20,2021-04-14T17:17,23.31,1.2,0.0,12.8,28.4,4.45,0,u,26.2,90.0,24.5,31.8,1012.8,987.3,0.0,11.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,5.5,6.2,169.0,170.0,10.4,0.0,0.33,27.4,27.6,27.7,27.6,0.091,0.095,0.1,0.106,u,4,True,2021
2021-04-15,28.8,25.4,35.2,29.5,2021-04-15T05:20,2021-04-15T17:17,22.11,4.2,0.0,17.2,29.2,4.22,0,u,26.2,88.0,24.0,31.0,1012.8,987.3,0.0,50.0,11.0,19.0,95.0,0.0,0.0,0.0,0.0,8.7,10.2,97.0,100.0,16.2,0.01,0.41,27.3,27.6,27.7,27.6,0.093,0.094,0.099,0.106,u,4,True,2021
2021-04-16,29.1,26.5,35.4,31.3,2021-04-16T05:20,2021-04-16T17:17,22.84,0.1,0.0,16.5,28.4,4.48,0,u,26.9,86.0,24.4,31.8,1012.7,987.3,0.0,25.0,14.0,7.0,28.0,0.0,0.0,0.0,0.0,9.7,12.2,105.0,109.0,18.4,0.01,0.49,27.4,27.5,27.5,27.5,0.1,0.096,0.097,0.106,u,4,True,2021
2021-04-17,28.8,25.9,34.9,31.0,2021-04-17T05:20,2021-04-17T17:16,23.77,0.1,0.0,14.5,24.8,4.57,0,u,26.6,86.0,24.0,31.8,1012.7,987.2,0.0,47.0,16.0,12.0,83.0,0.0,0.0,0.0,0.0,6.3,7.7,114.0,118.0,14.8,0.0,0.5,27.3,27.5,27.5,27.5,0.094,0.095,0.096,0.106,u,4,True,2021
2021-04-18,28.3,25.5,33.9,30.4,2021-04-18T05:20,2021-04-18T17:16,19.68,13.3,0.0,16.4,33.5,3.73,0,u,27.1,87.0,24.7,33.0,1012.8,987.4,0.0,40.0,14.0,21.0,50.0,0.0,0.0,0.0,0.0,4.5,5.4,104.0,94.0,12.2,0.0,0.47,27.2,27.4,27.4,27.4,0.09,0.093,0.095,0.105,u,4,True,2021
2021-04-19,29.1,25.9,34.7,30.4,2021-04-19T05:20,2021-04-19T17:15,23.14,0.0,0.0,17.4,29.9,4.66,0,u,26.2,90.0,24.4,30.8,1013.3,987.8,0.0,55.0,23.0,10.0,95.0,0.0,0.0,0.0,0.0,11.9,15.0,115.0,117.0,21.2,0.01,0.34,27.2,27.3,27.4,27.4,0.104,0.105,0.095,0.105,u,4,True,2021
