time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_max_min,relativehumidity_2m (%)_max_min,dewpoint_2m (°C)_max_min,apparent_temperature (°C)_max_min,pressure_msl (hPa)_max_min,surface_pressure (hPa)_max_min,snowfall (cm)_max_min,cloudcover (%)_max_min,cloudcover_low (%)_max_min,cloudcover_mid (%)_max_min,cloudcover_high (%)_max_min,shortwave_radiation (W/m²)_max_min,direct_radiation (W/m²)_max_min,diffuse_radiation (W/m²)_max_min,direct_normal_irradiance (W/m²)_max_min,windspeed_10m (km/h)_max_min,windspeed_100m (km/h)_max_min,winddirection_10m (°)_max_min,winddirection_100m (°)_max_min,windgusts_10m (km/h)_max_min,et0_fao_evapotranspiration (mm)_max_min,vapor_pressure_deficit (kPa)_max_min,soil_temperature_0_to_7cm (°C)_max_min,soil_temperature_7_to_28cm (°C)_max_min,soil_temperature_28_to_100cm (°C)_max_min,soil_temperature_100_to_255cm (°C)_max_min,soil_moisture_0_to_7cm (m³/m³)_max_min,soil_moisture_7_to_28cm (m³/m³)_max_min,soil_moisture_28_to_100cm (m³/m³)_max_min,soil_moisture_100_to_255cm (m³/m³)_max_min,city_max_min,month,rainy,year
2020-12-29,-7.3,-12.0,-13.8,-18.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.56,21.3,31.7,0.32,0,q,-7.8,73.0,-13.6,-13.8,1012.8,975.1,0.14,100.0,67.0,100.0,99.0,0.0,0.0,0.0,0.0,21.3,28.5,74.0,94.0,31.7,0.02,0.21,-16.1,-16.0,-15.1,-12.4,0.267,0.28,0.246,0.253,q,-11.3,34.0,-22.4,-18.0,999.6,962.4,0.0,64.0,0.0,52.0,10.0,0.0,0.0,0.0,0.0,10.3,15.0,26.0,60.0,13.0,0.01,0.07,-16.9,-16.6,-15.1,-12.5,0.267,0.28,0.246,0.253,q,12,True,2020
2020-12-30,-9.0,-12.9,-13.2,-19.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.21,18.7,27.7,0.18,0,q,-11.2,73.0,-15.0,-13.2,1014.2,976.3,0.07,100.0,93.0,100.0,99.0,0.0,0.0,0.0,0.0,18.7,26.9,303.0,304.0,27.7,0.02,0.12,-15.9,-15.8,-15.1,-12.5,0.267,0.28,0.246,0.253,q,-16.8,50.0,-24.6,-19.4,1011.4,973.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.9,10.0,60.0,5.0,0.0,0.07,-16.0,-16.0,-15.1,-12.6,0.267,0.28,0.246,0.253,q,12,True,2020
2020-12-31,-8.6,-13.2,-15.4,-19.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,24.9,37.4,0.52,0,q,-10.4,62.0,-19.6,-15.4,1012.0,974.1,0.0,76.0,56.0,91.0,95.0,0.0,0.0,0.0,0.0,24.9,36.7,60.0,79.0,37.4,0.03,0.15,-16.0,-15.8,-15.1,-12.6,0.267,0.28,0.246,0.253,q,-16.5,42.0,-25.1,-19.4,994.3,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,20.5,9.0,31.0,22.7,0.01,0.08,-16.1,-15.8,-15.1,-12.7,0.267,0.28,0.246,0.253,q,12,True,2020
2021-01-01,-5.9,-11.4,-11.5,-16.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,1.82,15.6,27.7,0.19,0,q,-7.3,67.0,-13.5,-11.5,1006.5,969.2,0.21,100.0,81.0,100.0,100.0,0.0,0.0,0.0,0.0,15.6,24.5,351.0,358.0,27.7,0.02,0.15,-15.6,-15.6,-15.0,-12.7,0.267,0.28,0.246,0.253,q,-11.5,45.0,-20.1,-16.2,981.8,945.1,0.0,70.0,0.0,67.0,10.0,0.0,0.0,0.0,0.0,1.1,4.0,53.0,5.0,10.1,0.0,0.09,-16.1,-15.8,-15.1,-12.8,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-02,-8.8,-14.8,-14.7,-19.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,17.8,24.5,0.17,0,q,-11.4,75.0,-17.2,-14.7,1011.8,973.7,0.0,93.0,85.0,94.0,33.0,0.0,0.0,0.0,0.0,17.8,27.2,360.0,350.0,24.5,0.02,0.13,-15.6,-15.5,-15.0,-12.8,0.267,0.28,0.246,0.253,q,-14.3,46.0,-22.2,-19.6,1001.3,963.3,0.0,39.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,4.4,4.6,16.0,5.0,9.4,0.0,0.05,-15.8,-15.6,-15.0,-12.8,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-03,-13.1,-15.7,-17.3,-20.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,7.2,16.6,0.0,0,q,-14.1,79.0,-17.5,-17.3,1000.9,962.8,0.0,100.0,78.0,99.0,99.0,0.0,0.0,0.0,0.0,7.2,7.7,351.0,360.0,16.6,0.0,0.09,-15.8,-15.6,-15.0,-12.8,0.267,0.28,0.246,0.253,q,-15.3,58.0,-20.8,-20.2,997.5,959.8,0.0,66.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.8,4.0,5.0,5.8,0.0,0.04,-16.1,-15.8,-15.0,-12.9,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-04,-11.6,-17.0,-16.1,-21.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.28,7.3,13.3,0.0,0,q,-11.9,58.0,-19.1,-16.1,1013.5,974.7,0.07,100.0,93.0,100.0,98.0,0.0,0.0,0.0,0.0,7.3,9.9,360.0,354.0,13.3,0.0,0.11,-16.0,-15.8,-15.0,-12.9,0.267,0.28,0.246,0.253,q,-16.4,50.0,-22.7,-21.7,998.3,960.6,0.0,92.0,40.0,28.0,4.0,0.0,0.0,0.0,0.0,2.5,2.3,13.0,18.0,6.1,0.0,0.07,-16.1,-15.8,-15.0,-13.0,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-05,-16.1,-18.9,-20.8,-24.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.5,22.0,0.05,0,q,-16.1,62.0,-22.8,-20.8,1014.3,975.3,0.0,100.0,79.0,100.0,95.0,0.0,0.0,0.0,0.0,14.5,16.6,360.0,360.0,22.0,0.01,0.1,-16.1,-15.8,-15.0,-13.0,0.267,0.28,0.246,0.253,q,-18.9,45.0,-26.7,-24.5,1010.6,972.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3.2,16.0,9.0,8.6,0.0,0.06,-16.6,-16.1,-15.1,-13.0,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-06,-14.1,-18.8,-20.9,-24.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.14,21.3,31.7,0.28,0,q,-15.7,55.0,-23.4,-20.9,1027.6,988.2,0.07,100.0,34.0,100.0,96.0,0.0,0.0,0.0,0.0,21.3,28.5,69.0,102.0,31.7,0.02,0.1,-16.4,-16.1,-15.1,-13.0,0.267,0.28,0.246,0.253,q,-20.9,41.0,-29.1,-24.4,1015.2,976.3,0.0,46.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,11.6,15.8,42.0,69.0,18.4,0.01,0.06,-16.6,-16.2,-15.1,-13.1,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-07,-19.1,-23.3,-24.6,-27.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.7,17.3,0.05,0,q,-20.5,75.0,-25.8,-24.6,1025.6,986.0,0.0,68.0,75.0,54.0,0.0,0.0,0.0,0.0,0.0,10.7,14.2,356.0,360.0,17.3,0.01,0.07,-16.5,-16.1,-15.2,-13.1,0.267,0.28,0.246,0.253,q,-23.7,43.0,-30.0,-27.8,1017.3,977.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,3.0,15.0,7.9,0.0,0.03,-17.0,-16.5,-15.2,-13.2,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-08,-17.9,-24.7,-24.0,-30.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.7,14.8,22.7,0.14,0,q,-21.2,66.0,-27.3,-24.0,1033.0,992.9,0.07,100.0,83.0,100.0,100.0,0.0,0.0,0.0,0.0,14.8,20.2,80.0,133.0,22.7,0.01,0.05,-17.0,-16.5,-15.3,-13.2,0.267,0.28,0.246,0.253,q,-28.3,48.0,-34.6,-30.7,1021.5,981.3,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.9,46.0,67.0,10.8,0.0,0.03,-17.2,-16.7,-15.4,-13.2,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-09,-16.3,-17.8,-21.7,-23.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.35,14.6,22.3,0.22,0,q,-17.4,59.0,-24.8,-21.7,1031.6,992.0,0.07,100.0,83.0,100.0,100.0,0.0,0.0,0.0,0.0,14.6,20.0,70.0,83.0,22.3,0.01,0.08,-16.7,-16.5,-15.4,-13.2,0.267,0.28,0.246,0.253,q,-21.0,49.0,-27.1,-23.8,1021.6,982.5,0.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,7.1,9.2,15.0,48.0,10.8,0.0,0.05,-17.0,-16.7,-15.5,-13.3,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-10,-17.0,-19.1,-21.8,-24.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.8,15.1,0.0,0,q,-17.6,56.0,-25.6,-21.8,1021.2,982.1,0.0,71.0,74.0,7.0,20.0,0.0,0.0,0.0,0.0,9.8,14.0,56.0,90.0,15.1,0.0,0.09,-16.8,-16.5,-15.5,-13.3,0.267,0.28,0.246,0.253,q,-19.4,42.0,-27.5,-24.5,1008.9,969.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.3,9.0,45.0,8.3,0.0,0.06,-17.1,-16.7,-15.6,-13.4,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-11,-18.0,-20.0,-23.1,-25.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.8,17.6,0.04,0,q,-18.0,52.0,-26.4,-23.1,1008.9,969.9,0.0,65.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,15.3,43.0,73.0,17.6,0.01,0.09,-17.1,-16.7,-15.6,-13.4,0.267,0.28,0.246,0.253,q,-20.0,43.0,-27.6,-25.5,1004.2,965.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.9,21.0,58.0,11.5,0.0,0.06,-17.3,-16.9,-15.7,-13.4,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-12,-13.2,-18.9,-19.8,-24.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.07,19.5,27.0,0.07,0,q,-11.9,62.0,-19.0,-19.8,1006.3,967.7,0.07,89.0,72.0,99.0,0.0,0.0,0.0,0.0,0.0,19.5,27.8,52.0,80.0,27.0,0.01,0.11,-17.2,-16.9,-15.7,-13.4,0.267,0.28,0.246,0.253,q,-18.9,44.0,-27.2,-24.6,1003.5,964.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,9.5,23.0,61.0,11.5,0.0,0.07,-17.4,-17.0,-15.8,-13.5,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-13,-11.8,-14.6,-17.0,-20.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,19.5,27.7,0.14,0,q,-13.0,65.0,-19.8,-17.0,1003.3,965.3,0.0,95.0,74.0,69.0,0.0,0.0,0.0,0.0,0.0,19.5,27.6,360.0,85.0,27.7,0.01,0.1,-17.0,-16.7,-15.8,-13.5,0.267,0.28,0.246,0.253,q,-16.3,55.0,-22.2,-20.5,1002.1,964.3,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.6,3.0,38.0,10.1,0.0,0.06,-17.2,-16.9,-15.8,-13.6,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-14,-14.8,-16.7,-19.3,-21.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,6.9,12.2,0.0,0,q,-14.1,60.0,-20.3,-19.3,1006.1,967.9,0.0,100.0,73.0,88.0,71.0,0.0,0.0,0.0,0.0,6.9,8.1,360.0,360.0,12.2,0.0,0.09,-17.0,-16.7,-15.8,-13.6,0.267,0.28,0.246,0.253,q,-18.1,55.0,-24.1,-21.3,1001.8,963.7,0.0,59.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.3,4.0,13.0,6.8,0.0,0.06,-17.3,-16.9,-15.9,-13.7,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-15,-9.9,-14.6,-14.8,-19.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,1.12,10.4,15.1,0.05,0,q,-9.6,72.0,-14.9,-14.8,1007.0,969.3,0.07,100.0,91.0,100.0,82.0,0.0,0.0,0.0,0.0,10.4,14.9,360.0,82.0,15.1,0.01,0.11,-16.7,-16.6,-15.9,-13.7,0.267,0.28,0.246,0.253,q,-14.0,60.0,-20.1,-19.0,1005.4,967.7,0.0,100.0,48.0,93.0,0.0,0.0,0.0,0.0,0.0,2.3,2.8,5.0,29.0,7.6,0.0,0.08,-17.2,-16.9,-15.9,-13.7,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-16,-10.4,-12.6,-14.8,-17.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.07,10.0,15.5,0.0,0,q,-11.4,70.0,-15.8,-14.8,1015.2,977.2,0.07,100.0,91.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,14.1,52.0,76.0,15.5,0.0,0.11,-16.5,-16.4,-15.9,-13.7,0.267,0.28,0.246,0.253,q,-13.2,54.0,-19.4,-17.5,1007.0,969.3,0.0,73.0,27.0,79.0,0.0,0.0,0.0,0.0,0.0,2.7,3.7,6.0,50.0,6.8,0.0,0.08,-16.7,-16.6,-15.9,-13.8,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-17,-11.0,-16.1,-15.1,-20.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.07,6.2,10.8,0.0,0,q,-12.2,66.0,-17.6,-15.1,1017.9,979.7,0.07,100.0,86.0,100.0,0.0,0.0,0.0,0.0,0.0,6.2,8.2,356.0,360.0,10.8,0.0,0.1,-16.5,-16.4,-15.8,-13.8,0.267,0.28,0.246,0.253,q,-16.8,56.0,-23.0,-20.5,1012.3,973.7,0.0,43.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9,8.0,6.0,7.6,0.0,0.06,-16.7,-16.4,-15.9,-13.9,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-18,-16.1,-19.1,-20.6,-24.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.2,17.3,0.06,0,q,-16.1,58.0,-23.2,-20.6,1025.7,986.3,0.0,73.0,72.0,71.0,0.0,0.0,0.0,0.0,0.0,12.2,15.6,54.0,79.0,17.3,0.01,0.09,-16.7,-16.4,-15.8,-13.9,0.267,0.28,0.246,0.253,q,-18.0,44.0,-27.4,-24.7,1011.4,972.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,6.2,18.0,63.0,7.9,0.0,0.07,-17.1,-16.7,-15.9,-13.9,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-19,-17.0,-18.7,-22.6,-24.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.9,18.4,0.1,0,q,-16.3,62.0,-23.4,-22.6,1029.8,990.2,0.0,58.0,17.0,80.0,93.0,0.0,0.0,0.0,0.0,12.9,18.9,53.0,77.0,18.4,0.01,0.1,-17.1,-16.8,-15.9,-13.9,0.267,0.28,0.246,0.253,q,-19.4,42.0,-26.7,-24.3,1024.0,984.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,14.3,27.0,48.0,14.4,0.0,0.06,-17.2,-16.9,-15.9,-14.0,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-20,-7.5,-18.3,-13.5,-24.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,17.3,25.2,0.28,0,q,-7.5,53.0,-15.3,-13.5,1023.4,984.1,0.0,100.0,29.0,100.0,100.0,0.0,0.0,0.0,0.0,17.3,22.2,48.0,72.0,25.2,0.02,0.18,-16.9,-16.8,-15.9,-14.0,0.267,0.28,0.246,0.253,q,-17.1,36.0,-27.8,-24.4,1014.3,976.6,0.0,69.0,0.0,71.0,86.0,0.0,0.0,0.0,0.0,9.4,13.4,23.0,53.0,13.7,0.01,0.1,-17.3,-16.9,-16.0,-14.1,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-21,-2.9,-6.8,-6.7,-13.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,1.19,22.4,33.8,0.3,0,q,-3.6,71.0,-9.3,-6.7,1024.3,986.6,0.14,100.0,70.0,100.0,97.0,0.0,0.0,0.0,0.0,22.4,29.8,82.0,111.0,33.8,0.03,0.17,-16.3,-16.3,-16.0,-14.1,0.267,0.28,0.246,0.253,q,-7.2,54.0,-15.0,-13.1,1013.1,976.2,0.0,55.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,5.2,5.1,34.0,69.0,7.2,0.0,0.12,-16.9,-16.8,-16.0,-14.1,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-22,-6.1,-8.7,-9.9,-12.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,6.6,10.8,0.0,0,q,-5.4,70.0,-10.8,-9.9,1031.2,992.9,0.0,100.0,70.0,96.0,100.0,0.0,0.0,0.0,0.0,6.6,7.7,360.0,74.0,10.8,0.0,0.14,-16.2,-16.1,-15.9,-14.1,0.267,0.28,0.246,0.253,q,-9.4,65.0,-14.6,-12.9,1025.3,987.6,0.0,14.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5,2.3,3.0,32.0,5.0,0.0,0.1,-16.2,-16.3,-16.0,-14.2,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-23,-8.9,-13.0,-13.3,-18.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.8,14.8,0.09,0,q,-9.8,66.0,-15.0,-13.3,1032.7,994.2,0.0,87.0,74.0,96.0,100.0,0.0,0.0,0.0,0.0,9.8,10.5,360.0,83.0,14.8,0.01,0.14,-16.2,-16.1,-15.8,-14.2,0.267,0.28,0.246,0.253,q,-12.1,52.0,-19.4,-18.1,1029.4,991.1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.4,4.0,40.0,7.2,0.0,0.1,-16.4,-16.3,-15.9,-14.2,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-24,-8.2,-10.6,-12.5,-15.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.0,10.1,0.01,0,q,-8.6,64.0,-16.8,-12.5,1032.3,993.7,0.0,100.0,85.0,98.0,99.0,0.0,0.0,0.0,0.0,8.0,7.2,360.0,360.0,10.1,0.01,0.16,-16.4,-16.3,-15.8,-14.2,0.267,0.28,0.246,0.253,q,-11.6,51.0,-17.7,-15.2,1029.3,991.1,0.0,24.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.1,1.3,3.0,10.0,7.2,0.0,0.09,-16.5,-16.3,-15.8,-14.3,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-25,-10.8,-15.6,-15.5,-20.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.4,17.3,0.1,0,q,-11.9,66.0,-17.1,-15.5,1034.4,995.6,0.0,68.0,72.0,5.0,0.0,0.0,0.0,0.0,0.0,8.4,13.3,68.0,70.0,17.3,0.01,0.15,-16.5,-16.3,-15.8,-14.3,0.267,0.28,0.246,0.253,q,-15.0,38.0,-23.7,-20.5,1030.7,991.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.5,10.0,31.0,9.0,0.0,0.08,-16.9,-16.5,-15.8,-14.3,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-26,-12.7,-20.9,-17.4,-26.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.8,24.8,0.16,0,q,-12.7,47.0,-22.2,-17.4,1030.0,991.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,21.2,77.0,68.0,24.8,0.01,0.14,-16.9,-16.6,-15.8,-14.3,0.267,0.28,0.246,0.253,q,-24.1,35.0,-34.5,-26.9,1023.3,983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,9.5,17.0,39.0,11.5,0.0,0.05,-17.4,-16.9,-15.9,-14.4,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-27,-18.8,-21.9,-24.0,-27.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.2,22.3,0.08,0,q,-20.5,53.0,-29.8,-24.0,1022.4,982.6,0.0,67.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,12.2,19.1,357.0,48.0,22.3,0.01,0.08,-17.4,-16.9,-15.9,-14.4,0.267,0.28,0.246,0.253,q,-22.9,31.0,-33.5,-27.2,1018.4,978.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.5,3.0,5.0,10.4,0.0,0.05,-18.0,-17.4,-16.1,-14.4,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-28,-21.2,-26.6,-25.7,-32.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.21,10.4,21.2,0.0,0,q,-22.6,70.0,-29.0,-25.7,1029.6,988.9,0.07,72.0,72.0,12.0,0.0,0.0,0.0,0.0,0.0,10.4,14.6,360.0,360.0,21.2,0.0,0.05,-18.0,-17.4,-16.1,-14.4,0.267,0.28,0.246,0.253,q,-30.2,48.0,-37.3,-32.1,1021.3,981.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.1,6.0,3.0,7.9,0.0,0.02,-18.3,-17.8,-16.3,-14.5,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-29,-24.5,-27.2,-29.9,-33.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.2,22.3,0.0,0,q,-25.2,53.0,-34.7,-29.9,1027.6,986.6,0.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,15.0,56.0,90.0,22.3,0.0,0.05,-18.3,-17.8,-16.3,-14.5,0.267,0.28,0.246,0.253,q,-30.4,40.0,-37.2,-33.3,1025.6,984.8,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.7,13.0,36.0,12.6,0.0,0.02,-18.7,-18.1,-16.5,-14.5,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-30,-22.6,-25.1,-28.1,-30.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.3,13.7,0.0,0,q,-22.5,43.0,-32.7,-28.1,1025.8,985.4,0.0,100.0,78.0,97.0,87.0,0.0,0.0,0.0,0.0,11.3,10.9,30.0,54.0,13.7,0.0,0.06,-18.7,-18.1,-16.5,-14.6,0.267,0.28,0.246,0.253,q,-26.4,38.0,-35.3,-30.6,1019.7,979.7,0.0,65.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.9,15.0,35.0,11.2,0.0,0.04,-18.8,-18.3,-16.7,-14.6,0.267,0.28,0.246,0.253,q,1,True,2021
2021-01-31,-18.9,-22.6,-23.9,-28.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.77,9.9,14.4,0.0,0,q,-20.0,64.0,-25.8,-23.9,1019.4,979.5,0.07,100.0,99.0,100.0,100.0,0.0,0.0,0.0,0.0,9.9,11.6,45.0,71.0,14.4,0.0,0.06,-18.3,-18.1,-16.7,-14.6,0.267,0.28,0.246,0.253,q,-22.7,40.0,-32.5,-28.0,1009.2,970.2,0.0,100.0,81.0,98.0,82.0,0.0,0.0,0.0,0.0,6.9,6.9,11.0,41.0,10.1,0.0,0.04,-18.8,-18.3,-16.9,-14.7,0.267,0.28,0.246,0.253,q,1,True,2021
2021-02-01,-17.6,-20.5,-22.1,-25.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.84,6.6,12.2,0.0,0,q,-19.3,65.0,-24.5,-22.1,1009.9,971.1,0.07,100.0,99.0,100.0,93.0,0.0,0.0,0.0,0.0,6.6,7.4,360.0,77.0,12.2,0.0,0.05,-18.0,-17.8,-16.9,-14.7,0.267,0.28,0.246,0.253,q,-21.4,54.0,-28.3,-25.5,1005.3,966.3,0.0,100.0,69.0,80.0,0.0,0.0,0.0,0.0,0.0,4.3,2.9,4.0,24.0,7.2,0.0,0.04,-18.3,-18.1,-16.9,-14.8,0.267,0.28,0.246,0.253,q,2,True,2021
2021-02-02,-19.8,-23.6,-25.7,-29.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.9,21.2,0.05,0,q,-21.6,57.0,-28.5,-25.7,1017.0,977.6,0.0,100.0,84.0,100.0,63.0,0.0,0.0,0.0,0.0,13.9,17.7,71.0,90.0,21.2,0.01,0.05,-18.1,-17.8,-16.9,-14.8,0.267,0.28,0.246,0.253,q,-25.0,50.0,-31.9,-29.1,1004.3,965.2,0.0,90.0,39.0,41.0,0.0,0.0,0.0,0.0,0.0,6.9,7.9,21.0,54.0,10.4,0.0,0.04,-18.3,-17.9,-17.0,-14.8,0.267,0.28,0.246,0.253,q,2,True,2021
2021-02-03,-19.5,-25.3,-25.9,-30.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,18.0,27.0,0.14,0,q,-22.0,53.0,-29.3,-25.9,1033.9,993.0,0.0,100.0,72.0,100.0,90.0,0.0,0.0,0.0,0.0,18.0,23.3,66.0,84.0,27.0,0.01,0.05,-18.2,-17.9,-17.0,-14.8,0.267,0.28,0.246,0.253,q,-27.4,44.0,-34.2,-30.9,1018.3,978.9,0.0,26.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,8.4,9.8,40.0,61.0,11.2,0.0,0.03,-18.5,-18.1,-17.0,-14.9,0.267,0.28,0.246,0.253,q,2,True,2021
