time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm)_x,elevation,city_x,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm)_y,vapor_pressure_deficit (kPa),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),city_y,month
2020-09-13,28.7,23.9,35.0,27.6,2020-09-13T06:21,2020-09-13T18:32,14.59,0.6,0.0,11.2,22.3,3.07,5,lh,23.6,95.0,22.8,30.2,1013.3,1015.0,0.0,93.0,4.0,100.0,99.0,0.0,0.0,0.0,0.0,3.5,4.3,246.0,294.0,9.0,0.0,0.14,24.7,25.9,26.7,27.0,0.449,0.448,0.444,0.431,lh,2020
2020-09-14,30.7,24.6,39.2,29.4,2020-09-14T06:21,2020-09-14T18:32,18.93,5.5,0.0,6.8,19.1,3.94,5,lh,25.3,88.0,23.3,30.8,1011.6,1013.3,0.0,50.0,2.0,31.0,98.0,0.0,0.0,0.0,0.0,6.8,11.9,183.0,180.0,16.9,0.01,0.37,25.4,26.4,26.6,27.0,0.434,0.436,0.443,0.432,lh,2020
2020-09-15,29.9,23.8,37.0,29.1,2020-09-15T06:21,2020-09-15T18:31,18.14,7.4,0.0,8.0,18.4,3.71,5,lh,23.9,94.0,22.9,30.4,1011.8,1013.5,0.0,84.0,6.0,81.0,100.0,0.0,0.0,0.0,0.0,4.9,8.2,163.0,151.0,7.6,0.0,0.17,25.0,26.5,26.6,27.0,0.457,0.45,0.442,0.432,lh,2020
2020-09-16,31.5,23.7,38.9,28.0,2020-09-16T06:20,2020-09-16T18:31,22.42,0.5,0.0,9.3,22.3,4.57,5,lh,23.4,97.0,22.9,30.0,1011.7,1013.4,0.0,84.0,8.0,83.0,89.0,0.0,0.0,0.0,0.0,4.0,5.8,175.0,158.0,9.4,0.0,0.09,25.0,26.5,26.6,27.0,0.438,0.45,0.449,0.433,lh,2020
2020-09-17,32.0,24.5,39.3,29.1,2020-09-17T06:20,2020-09-17T18:30,21.73,0.7,0.0,8.3,20.2,4.58,5,lh,24.7,94.0,23.6,32.0,1011.6,1013.3,0.0,33.0,2.0,3.0,99.0,0.0,0.0,0.0,0.0,5.4,8.7,188.0,175.0,9.7,0.0,0.2,25.3,26.7,26.6,27.0,0.43,0.443,0.447,0.435,lh,2020
2020-09-18,30.4,24.7,37.1,29.8,2020-09-18T06:20,2020-09-18T18:30,16.09,2.8,0.0,9.1,20.2,3.44,5,lh,25.7,91.0,24.2,30.9,1009.2,1010.9,0.0,27.0,0.0,5.0,79.0,0.0,0.0,0.0,0.0,9.1,15.3,171.0,165.0,18.4,0.01,0.29,25.9,27.0,26.6,27.0,0.419,0.427,0.444,0.435,lh,2020
2020-09-19,31.5,24.9,37.7,29.0,2020-09-19T06:20,2020-09-19T18:29,20.51,1.8,0.0,11.3,25.6,4.32,5,lh,25.0,91.0,23.4,30.3,1008.1,1009.8,0.0,34.0,2.0,3.0,100.0,0.0,0.0,0.0,0.0,7.6,12.5,155.0,139.0,12.6,0.0,0.29,25.4,26.7,26.7,26.9,0.423,0.421,0.441,0.436,lh,2020
2020-09-20,31.5,24.9,38.5,29.6,2020-09-20T06:20,2020-09-20T18:29,22.15,4.2,0.0,11.2,31.3,4.55,5,lh,25.2,92.0,23.9,31.7,1009.4,1011.1,0.0,48.0,1.0,30.0,97.0,0.0,0.0,0.0,0.0,1.5,3.1,256.0,339.0,11.5,0.0,0.25,25.8,26.9,26.7,26.9,0.434,0.418,0.438,0.436,lh,2020
2020-09-21,32.1,25.6,39.0,30.0,2020-09-21T06:19,2020-09-21T18:28,21.61,0.0,0.0,11.9,27.0,4.65,5,lh,25.6,88.0,23.5,31.4,1010.7,1012.4,0.0,74.0,6.0,64.0,99.0,0.0,0.0,0.0,0.0,6.0,11.0,163.0,148.0,15.5,0.0,0.39,26.2,27.3,26.7,26.9,0.408,0.413,0.435,0.436,lh,2020
2020-09-22,32.0,25.6,39.7,30.1,2020-09-22T06:19,2020-09-22T18:28,24.96,0.6,0.0,9.8,23.0,5.2,5,lh,25.6,91.0,24.0,31.2,1011.5,1013.2,0.0,63.0,0.0,55.0,99.0,0.0,0.0,0.0,0.0,5.8,11.3,173.0,163.0,13.0,0.0,0.3,26.4,27.5,26.8,26.9,0.394,0.403,0.432,0.435,lh,2020
2020-09-23,31.0,25.3,37.1,30.4,2020-09-23T06:19,2020-09-23T18:27,13.77,1.4,0.0,10.6,26.3,2.96,5,lh,25.9,90.0,24.2,31.7,1010.7,1012.4,0.0,34.0,0.0,13.0,86.0,0.0,0.0,0.0,0.0,5.0,10.2,180.0,162.0,12.6,0.0,0.32,26.6,27.8,26.9,26.9,0.395,0.395,0.428,0.435,lh,2020
2020-09-24,29.9,24.8,37.1,30.0,2020-09-24T06:19,2020-09-24T18:27,13.1,11.8,0.0,10.7,19.1,2.74,5,lh,25.3,90.0,23.5,31.7,1011.6,1013.3,0.0,35.0,1.0,19.0,76.0,0.0,0.0,0.0,0.0,3.8,4.3,253.0,275.0,6.1,0.0,0.34,25.7,27.2,27.0,26.9,0.409,0.394,0.425,0.435,lh,2020
2020-09-25,30.1,23.5,36.6,27.7,2020-09-25T06:18,2020-09-25T18:27,17.95,14.0,0.0,9.8,24.1,3.66,5,lh,23.7,96.0,23.1,29.4,1013.4,1015.1,0.0,100.0,100.0,9.0,98.0,0.0,0.0,0.0,0.0,6.5,9.8,161.0,152.0,9.0,0.0,0.11,25.0,26.3,26.9,26.9,0.45,0.452,0.436,0.435,lh,2020
2020-09-26,28.9,24.2,35.0,29.2,2020-09-26T06:18,2020-09-26T18:26,10.2,3.5,0.0,7.8,16.9,2.25,5,lh,23.6,97.0,23.1,30.3,1013.1,1014.8,0.0,73.0,12.0,53.0,100.0,0.0,0.0,0.0,0.0,7.6,12.4,121.0,120.0,10.4,0.0,0.09,25.0,26.4,26.8,26.9,0.448,0.443,0.445,0.436,lh,2020
2020-09-27,30.4,25.2,38.0,29.8,2020-09-27T06:18,2020-09-27T18:26,20.78,0.4,0.0,11.6,23.8,4.3,5,lh,25.3,91.0,23.8,31.1,1012.1,1013.8,0.0,71.0,0.0,68.0,99.0,0.0,0.0,0.0,0.0,6.4,10.2,142.0,129.0,14.4,0.0,0.28,25.5,26.4,26.8,26.9,0.436,0.437,0.445,0.436,lh,2020
2020-09-28,31.4,23.7,37.8,27.7,2020-09-28T06:18,2020-09-28T18:25,20.61,1.5,0.0,9.4,20.2,4.28,5,lh,24.3,91.0,22.8,30.0,1011.9,1013.6,0.0,98.0,23.0,78.0,100.0,0.0,0.0,0.0,0.0,5.9,7.9,169.0,156.0,10.1,0.0,0.26,25.2,26.8,26.8,26.9,0.427,0.428,0.442,0.437,lh,2020
2020-09-29,31.2,23.9,38.4,28.7,2020-09-29T06:18,2020-09-29T18:25,23.65,1.7,0.0,11.3,22.7,4.78,5,lh,24.6,92.0,23.2,30.9,1011.1,1012.8,0.0,42.0,7.0,10.0,100.0,0.0,0.0,0.0,0.0,3.3,6.0,186.0,163.0,10.1,0.0,0.25,25.5,27.0,26.8,26.9,0.419,0.434,0.44,0.437,lh,2020
2020-09-30,30.0,23.8,36.9,28.4,2020-09-30T06:17,2020-09-30T18:24,20.17,5.1,0.0,8.6,21.2,4.05,5,lh,23.8,97.0,23.3,29.6,1010.5,1012.2,0.0,32.0,6.0,32.0,23.0,0.0,0.0,0.0,0.0,5.2,7.6,254.0,267.0,7.2,0.0,0.1,25.3,26.9,26.8,26.9,0.435,0.43,0.437,0.437,lh,2020
2020-10-01,31.1,24.2,38.7,28.9,2020-10-01T06:17,2020-10-01T18:24,20.82,3.6,0.0,7.7,18.0,4.31,5,lh,25.8,85.0,23.1,31.0,1009.5,1011.2,0.0,28.0,1.0,19.0,53.0,0.0,0.0,0.0,0.0,5.4,8.8,266.0,282.0,8.3,0.0,0.49,25.3,26.9,26.8,26.9,0.441,0.441,0.437,0.437,lh,2020
2020-10-02,28.7,24.3,33.6,28.3,2020-10-02T06:17,2020-10-02T18:23,11.8,0.4,0.0,7.6,17.6,2.51,5,lh,24.4,92.0,23.1,30.4,1009.8,1011.5,0.0,38.0,3.0,11.0,95.0,0.0,0.0,0.0,0.0,5.1,8.8,176.0,161.0,11.5,0.0,0.23,25.1,26.8,26.8,26.9,0.43,0.441,0.436,0.437,lh,2020
2020-10-03,29.7,24.4,35.8,28.4,2020-10-03T06:17,2020-10-03T18:23,15.08,2.8,0.0,12.5,25.6,3.1,5,lh,24.9,93.0,23.6,30.2,1010.2,1011.9,0.0,41.0,0.0,19.0,98.0,0.0,0.0,0.0,0.0,6.2,10.2,159.0,135.0,14.8,0.0,0.23,25.4,26.5,26.8,26.9,0.431,0.433,0.436,0.437,lh,2020
2020-10-04,31.5,23.8,38.3,28.5,2020-10-04T06:17,2020-10-04T18:22,21.57,1.5,0.0,8.7,26.3,4.47,5,lh,24.2,94.0,23.2,29.3,1012.8,1014.5,0.0,86.0,0.0,99.0,88.0,0.0,0.0,0.0,0.0,5.7,7.1,215.0,221.0,8.3,0.0,0.17,25.0,26.3,26.7,26.9,0.434,0.431,0.434,0.436,lh,2020
2020-10-05,31.3,23.9,38.4,28.2,2020-10-05T06:17,2020-10-05T18:22,18.38,6.6,0.0,8.2,19.4,3.86,5,lh,23.7,97.0,23.3,29.2,1011.8,1013.5,0.0,80.0,2.0,91.0,78.0,0.0,0.0,0.0,0.0,7.5,11.3,197.0,202.0,9.4,0.0,0.08,25.3,26.7,26.7,26.9,0.441,0.446,0.439,0.436,lh,2020
2020-10-06,30.9,24.9,38.4,30.1,2020-10-06T06:16,2020-10-06T18:21,22.28,2.5,0.0,8.9,22.3,4.51,5,lh,24.8,91.0,23.2,31.1,1011.1,1012.8,0.0,63.0,9.0,43.0,96.0,0.0,0.0,0.0,0.0,5.6,10.0,165.0,154.0,11.2,0.0,0.29,25.5,26.9,26.7,26.9,0.441,0.438,0.439,0.436,lh,2020
2020-10-07,29.3,24.7,36.2,29.2,2020-10-07T06:16,2020-10-07T18:21,13.87,8.7,0.0,17.4,27.4,2.98,5,lh,24.3,95.0,23.4,31.0,1010.2,1011.9,0.0,55.0,8.0,30.0,100.0,0.0,0.0,0.0,0.0,4.7,6.8,266.0,295.0,8.6,0.0,0.16,25.5,26.9,26.8,26.9,0.447,0.447,0.44,0.437,lh,2020
2020-10-08,31.0,24.9,36.3,28.5,2020-10-08T06:16,2020-10-08T18:21,19.13,4.4,0.0,15.5,31.3,4.16,5,lh,25.0,93.0,23.8,29.0,1009.1,1010.8,0.0,56.0,0.0,44.0,99.0,0.0,0.0,0.0,0.0,15.5,23.2,283.0,289.0,22.7,0.02,0.23,25.5,26.5,26.7,26.9,0.446,0.454,0.45,0.438,lh,2020
2020-10-09,29.8,24.7,35.9,29.8,2020-10-09T06:16,2020-10-09T18:20,16.62,5.8,0.0,5.9,16.2,3.44,5,lh,25.4,93.0,24.3,32.7,1009.0,1010.7,0.0,54.0,0.0,41.0,99.0,0.0,0.0,0.0,0.0,1.8,3.7,143.0,101.0,9.7,0.0,0.22,26.0,26.9,26.7,26.9,0.439,0.44,0.448,0.439,lh,2020
2020-10-10,30.6,24.7,36.7,30.1,2020-10-10T06:16,2020-10-10T18:20,14.5,17.2,0.0,6.9,23.8,3.07,5,lh,24.4,94.0,23.4,31.2,1009.1,1010.8,0.0,67.0,8.0,49.0,100.0,0.0,0.0,0.0,0.0,2.6,1.5,214.0,135.0,13.3,0.0,0.18,25.3,26.6,26.7,26.9,0.459,0.456,0.451,0.439,lh,2020
2020-10-11,30.4,24.2,37.3,29.2,2020-10-11T06:16,2020-10-11T18:19,21.34,2.6,0.0,9.4,28.1,4.25,5,lh,23.7,97.0,23.3,30.8,1008.9,1010.6,0.0,71.0,1.0,69.0,97.0,0.0,0.0,0.0,0.0,3.3,2.8,229.0,220.0,19.8,0.0,0.08,24.9,26.1,26.7,26.9,0.453,0.439,0.454,0.443,lh,2020
2020-10-12,29.3,25.3,35.9,30.3,2020-10-12T06:16,2020-10-12T18:19,13.39,17.6,0.0,8.4,20.5,2.79,5,lh,24.4,92.0,22.9,32.1,1008.0,1009.7,0.0,43.0,6.0,14.0,96.0,0.0,0.0,0.0,0.0,4.4,7.3,145.0,123.0,7.9,0.0,0.26,25.1,26.7,26.6,26.9,0.436,0.431,0.45,0.444,lh,2020
2020-10-13,29.6,24.3,35.3,29.2,2020-10-13T06:16,2020-10-13T18:19,11.35,5.9,0.0,10.8,22.3,2.43,5,lh,24.4,94.0,23.4,30.6,1008.9,1010.6,0.0,61.0,0.0,51.0,100.0,0.0,0.0,0.0,0.0,5.1,6.3,184.0,149.0,12.6,0.0,0.18,25.1,26.3,26.6,26.9,0.445,0.452,0.45,0.445,lh,2020
2020-10-14,31.8,24.2,38.7,29.2,2020-10-14T06:15,2020-10-14T18:18,19.37,0.4,0.0,9.6,22.0,4.11,5,lh,23.6,97.0,23.1,30.5,1010.8,1012.5,0.0,68.0,0.0,63.0,100.0,0.0,0.0,0.0,0.0,9.0,14.5,151.0,145.0,6.5,0.0,0.08,24.9,26.3,26.6,26.9,0.424,0.445,0.453,0.446,lh,2020
2020-10-15,31.2,25.0,38.5,30.0,2020-10-15T06:15,2020-10-15T18:18,22.08,1.9,0.0,10.0,21.6,4.61,5,lh,25.9,90.0,24.2,30.7,1010.2,1011.9,0.0,49.0,0.0,31.0,100.0,0.0,0.0,0.0,0.0,10.0,16.8,150.0,145.0,16.2,0.01,0.32,25.9,26.7,26.6,26.9,0.442,0.441,0.451,0.446,lh,2020
2020-10-16,31.2,24.6,37.6,29.0,2020-10-16T06:15,2020-10-16T18:18,16.91,0.8,0.0,8.3,20.9,3.57,5,lh,24.7,91.0,23.0,30.8,1010.2,1011.9,0.0,39.0,2.0,13.0,99.0,0.0,0.0,0.0,0.0,4.7,7.4,171.0,157.0,11.2,0.0,0.29,25.4,26.9,26.6,26.9,0.447,0.452,0.45,0.447,lh,2020
2020-10-17,30.1,25.0,36.8,30.4,2020-10-17T06:15,2020-10-17T18:17,17.98,1.9,0.0,5.9,20.5,3.76,5,lh,24.6,92.0,23.3,31.7,1008.5,1010.2,0.0,35.0,1.0,7.0,99.0,0.0,0.0,0.0,0.0,2.9,4.5,180.0,166.0,6.8,0.0,0.23,25.3,26.9,26.7,26.8,0.444,0.446,0.447,0.447,lh,2020
2020-10-18,30.2,25.1,37.1,30.5,2020-10-18T06:15,2020-10-18T18:17,18.37,2.3,0.0,9.7,24.1,3.77,5,lh,24.3,94.0,23.2,31.3,1008.9,1010.6,0.0,57.0,0.0,45.0,100.0,0.0,0.0,0.0,0.0,1.1,3.7,108.0,61.0,5.8,0.0,0.19,25.4,26.8,26.7,26.8,0.427,0.443,0.45,0.447,lh,2020
2020-10-19,31.7,25.0,39.4,30.1,2020-10-19T06:15,2020-10-19T18:17,21.16,5.8,0.0,7.2,19.1,4.39,5,lh,25.0,93.0,23.7,31.1,1009.1,1010.8,0.0,42.0,11.0,3.0,100.0,0.0,0.0,0.0,0.0,4.4,7.6,171.0,149.0,9.4,0.0,0.24,25.7,27.0,26.7,26.8,0.419,0.428,0.447,0.447,lh,2020
2020-10-20,31.7,24.9,39.1,29.9,2020-10-20T06:15,2020-10-20T18:16,22.92,0.5,0.0,11.0,25.2,4.72,5,lh,24.6,94.0,23.5,30.7,1009.8,1011.5,0.0,31.0,3.0,5.0,83.0,0.0,0.0,0.0,0.0,3.3,6.2,193.0,170.0,9.7,0.0,0.19,25.3,27.0,26.8,26.8,0.42,0.435,0.443,0.447,lh,2020
2020-10-21,30.3,25.4,37.5,31.0,2020-10-21T06:15,2020-10-21T18:16,18.89,2.6,0.0,8.9,23.8,3.87,5,lh,24.8,95.0,23.9,31.8,1011.0,1012.7,0.0,43.0,4.0,17.0,97.0,0.0,0.0,0.0,0.0,4.8,5.5,228.0,238.0,7.6,0.0,0.16,25.7,27.1,26.8,26.8,0.431,0.442,0.441,0.447,lh,2020
2020-10-22,30.2,24.1,37.7,29.3,2020-10-22T06:15,2020-10-22T18:16,16.84,7.1,0.0,5.5,25.2,3.49,5,lh,24.1,95.0,23.3,30.5,1011.1,1012.8,0.0,38.0,5.0,8.0,96.0,0.0,0.0,0.0,0.0,3.4,4.2,212.0,211.0,7.6,0.0,0.14,25.3,26.9,26.8,26.8,0.442,0.444,0.439,0.447,lh,2020
2020-10-23,30.0,24.7,35.2,29.6,2020-10-23T06:15,2020-10-23T18:15,12.39,11.4,0.0,8.7,21.2,2.64,5,lh,24.1,98.0,23.8,30.7,1011.1,1012.8,0.0,50.0,12.0,16.0,100.0,0.0,0.0,0.0,0.0,5.2,7.7,164.0,143.0,11.5,0.0,0.06,25.5,26.7,26.8,26.8,0.443,0.447,0.443,0.447,lh,2020
2020-10-24,30.2,24.1,36.6,29.0,2020-10-24T06:15,2020-10-24T18:15,15.37,16.2,0.0,8.8,21.6,3.12,5,lh,23.5,98.0,23.1,30.4,1011.2,1012.9,0.0,28.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,4.9,6.2,197.0,173.0,10.8,0.0,0.06,24.9,26.3,26.8,26.8,0.446,0.444,0.444,0.446,lh,2020
2020-10-25,29.9,24.1,36.0,29.1,2020-10-25T06:15,2020-10-25T18:15,9.88,32.5,0.0,6.8,18.0,2.14,5,lh,23.5,96.0,22.9,29.7,1012.1,1013.8,0.0,100.0,30.0,96.0,100.0,0.0,0.0,0.0,0.0,2.7,4.4,203.0,171.0,4.7,0.0,0.1,24.7,26.1,26.7,26.8,0.448,0.437,0.458,0.449,lh,2020
2020-10-26,30.1,24.3,37.4,29.4,2020-10-26T06:15,2020-10-26T18:15,18.58,7.2,0.0,8.8,20.5,3.75,5,lh,23.3,96.0,22.5,31.1,1011.7,1013.4,0.0,58.0,12.0,29.0,99.0,0.0,0.0,0.0,0.0,1.8,1.5,180.0,166.0,7.6,0.0,0.13,24.4,25.8,26.6,26.8,0.442,0.437,0.452,0.453,lh,2020
2020-10-27,30.8,23.7,38.2,28.4,2020-10-27T06:15,2020-10-27T18:15,21.43,0.6,0.0,7.4,20.2,4.37,5,lh,23.9,93.0,22.7,30.1,1011.4,1013.1,0.0,40.0,8.0,8.0,92.0,0.0,0.0,0.0,0.0,5.8,8.7,184.0,173.0,7.6,0.0,0.21,24.7,26.2,26.5,26.8,0.442,0.438,0.443,0.453,lh,2020
2020-10-28,30.6,23.9,37.0,28.2,2020-10-28T06:15,2020-10-28T18:14,19.35,4.6,0.0,9.7,22.7,3.99,5,lh,24.6,91.0,23.1,31.2,1011.9,1013.6,0.0,100.0,72.0,32.0,100.0,0.0,0.0,0.0,0.0,3.6,3.3,143.0,139.0,14.4,0.0,0.28,25.3,26.6,26.5,26.8,0.437,0.435,0.437,0.453,lh,2020
2020-10-29,30.4,24.5,36.7,29.1,2020-10-29T06:15,2020-10-29T18:14,16.48,0.6,0.0,7.5,19.4,3.45,5,lh,24.3,93.0,23.2,31.3,1011.1,1012.8,0.0,50.0,16.0,9.0,100.0,0.0,0.0,0.0,0.0,5.2,7.2,196.0,186.0,8.3,0.0,0.2,25.1,26.7,26.5,26.8,0.434,0.432,0.432,0.452,lh,2020
2020-10-30,31.8,24.8,38.7,28.8,2020-10-30T06:15,2020-10-30T18:14,21.1,12.1,0.0,10.8,23.4,4.37,5,lh,23.8,94.0,22.8,30.8,1011.5,1013.2,0.0,57.0,8.0,34.0,98.0,0.0,0.0,0.0,0.0,3.7,5.0,191.0,180.0,9.0,0.0,0.16,24.7,26.5,26.6,26.8,0.418,0.424,0.427,0.452,lh,2020
2020-10-31,30.3,24.1,37.6,28.9,2020-10-31T06:15,2020-10-31T18:14,16.04,8.0,0.0,8.0,19.1,3.32,5,lh,23.7,97.0,23.2,28.9,1011.8,1013.5,0.0,52.0,0.0,38.0,98.0,0.0,0.0,0.0,0.0,7.8,12.8,193.0,191.0,13.0,0.0,0.09,25.2,26.5,26.6,26.8,0.442,0.439,0.423,0.451,lh,2020
2020-11-01,28.9,24.2,36.0,29.3,2020-11-01T06:15,2020-11-01T18:14,12.86,1.6,0.0,7.7,22.7,2.65,5,lh,23.5,98.0,23.1,29.7,1012.7,1014.4,0.0,42.0,2.0,19.0,96.0,0.0,0.0,0.0,0.0,3.9,4.8,236.0,257.0,6.8,0.0,0.06,25.0,26.4,26.5,26.8,0.424,0.444,0.428,0.451,lh,2020
2020-11-02,29.6,24.5,35.9,28.9,2020-11-02T06:15,2020-11-02T18:14,16.9,1.6,0.0,12.6,29.5,3.44,5,lh,23.4,97.0,22.9,30.9,1012.6,1014.3,0.0,39.0,2.0,13.0,99.0,0.0,0.0,0.0,0.0,3.3,3.1,229.0,234.0,6.8,0.0,0.09,24.5,26.1,26.5,26.8,0.44,0.44,0.428,0.45,lh,2020
2020-11-03,29.7,24.2,36.0,28.4,2020-11-03T06:16,2020-11-03T18:13,13.3,4.1,0.0,7.7,20.9,2.78,5,lh,24.6,91.0,23.0,30.3,1012.4,1014.1,0.0,41.0,9.0,6.0,96.0,0.0,0.0,0.0,0.0,3.3,4.0,264.0,280.0,5.4,0.0,0.27,24.6,26.0,26.5,26.8,0.441,0.441,0.427,0.45,lh,2020
2020-11-04,28.4,23.9,34.3,28.9,2020-11-04T06:16,2020-11-04T18:13,9.22,13.2,0.0,8.0,17.6,1.95,5,lh,23.6,95.0,22.8,29.4,1012.5,1014.2,0.0,55.0,4.0,36.0,100.0,0.0,0.0,0.0,0.0,6.0,7.1,237.0,240.0,10.1,0.0,0.14,24.4,25.7,26.4,26.8,0.419,0.44,0.432,0.449,lh,2020
2020-11-05,30.1,23.7,36.9,28.2,2020-11-05T06:16,2020-11-05T18:13,17.79,4.7,0.0,12.2,24.1,3.59,5,lh,23.1,98.0,22.7,29.8,1012.0,1013.7,0.0,66.0,44.0,6.0,75.0,0.0,0.0,0.0,0.0,2.9,2.2,240.0,270.0,9.0,0.0,0.06,24.3,25.5,26.3,26.8,0.446,0.447,0.435,0.449,lh,2020
2020-11-06,30.2,24.3,36.6,29.1,2020-11-06T06:16,2020-11-06T18:13,19.79,2.9,0.0,10.5,23.8,4.03,5,lh,24.1,94.0,23.2,29.9,1012.5,1014.2,0.0,40.0,6.0,13.0,88.0,0.0,0.0,0.0,0.0,5.2,7.2,196.0,186.0,9.7,0.0,0.17,24.8,26.1,26.2,26.8,0.441,0.444,0.434,0.449,lh,2020
2020-11-07,28.7,24.4,34.4,29.8,2020-11-07T06:16,2020-11-07T18:13,11.93,10.4,0.0,5.8,14.0,2.48,5,lh,24.6,92.0,23.2,30.4,1012.5,1014.2,0.0,80.0,24.0,47.0,99.0,0.0,0.0,0.0,0.0,4.4,5.2,189.0,196.0,4.3,0.0,0.24,25.0,26.3,26.3,26.7,0.442,0.443,0.433,0.449,lh,2020
2020-11-08,30.0,23.7,37.3,28.5,2020-11-08T06:16,2020-11-08T18:13,16.53,6.9,0.0,5.9,17.6,3.38,5,lh,23.4,97.0,22.8,29.7,1011.9,1013.6,0.0,100.0,69.0,27.0,100.0,0.0,0.0,0.0,0.0,1.0,1.1,225.0,342.0,6.5,0.0,0.09,24.4,25.7,26.2,26.7,0.448,0.452,0.444,0.449,lh,2020
2020-11-09,28.4,24.3,34.2,29.3,2020-11-09T06:17,2020-11-09T18:13,11.98,11.1,0.0,11.3,24.5,2.38,5,lh,23.8,99.0,23.5,30.7,1011.3,1013.0,0.0,50.0,0.0,34.0,100.0,0.0,0.0,0.0,0.0,3.0,3.7,256.0,281.0,9.4,0.0,0.04,25.1,26.2,26.2,26.7,0.43,0.447,0.449,0.45,lh,2020
2020-11-10,29.8,24.0,35.4,28.8,2020-11-10T06:17,2020-11-10T18:13,18.32,0.9,0.0,10.7,25.2,3.63,5,lh,24.5,92.0,23.1,30.6,1011.2,1012.9,0.0,33.0,3.0,2.0,98.0,0.0,0.0,0.0,0.0,1.9,2.5,248.0,315.0,5.8,0.0,0.24,24.4,25.8,26.2,26.7,0.446,0.447,0.447,0.451,lh,2020
2020-11-11,29.8,24.7,36.7,30.0,2020-11-11T06:17,2020-11-11T18:13,16.78,14.3,0.0,7.7,22.7,3.42,5,lh,24.5,95.0,23.6,31.1,1010.9,1012.6,0.0,46.0,1.0,25.0,100.0,0.0,0.0,0.0,0.0,4.4,7.2,189.0,180.0,7.6,0.0,0.15,25.0,26.1,26.2,26.7,0.438,0.441,0.444,0.451,lh,2020
2020-11-12,28.7,24.9,34.9,30.5,2020-11-12T06:17,2020-11-12T18:13,15.14,4.4,0.0,9.4,27.4,3.04,5,lh,24.3,93.0,23.1,31.5,1011.0,1012.7,0.0,45.0,4.0,19.0,99.0,0.0,0.0,0.0,0.0,2.9,4.9,210.0,216.0,9.0,0.0,0.21,24.9,26.1,26.2,26.7,0.441,0.44,0.441,0.451,lh,2020
2020-11-13,30.3,24.5,38.1,29.4,2020-11-13T06:17,2020-11-13T18:13,18.54,8.9,0.0,8.3,29.5,3.75,5,lh,24.4,95.0,23.5,31.0,1010.5,1012.2,0.0,55.0,2.0,41.0,95.0,0.0,0.0,0.0,0.0,3.5,4.8,204.0,207.0,7.6,0.0,0.15,25.1,26.1,26.2,26.7,0.444,0.441,0.439,0.45,lh,2020
2020-11-14,30.7,24.3,36.8,29.3,2020-11-14T06:18,2020-11-14T18:13,17.1,13.6,0.0,9.5,23.0,3.54,5,lh,23.5,98.0,23.2,30.4,1010.7,1012.4,0.0,73.0,17.0,47.0,98.0,0.0,0.0,0.0,0.0,3.1,4.8,291.0,318.0,18.0,0.0,0.06,24.9,26.2,26.2,26.7,0.423,0.444,0.442,0.45,lh,2020
2020-11-15,29.3,24.8,35.3,30.1,2020-11-15T06:18,2020-11-15T18:13,18.1,5.3,0.0,7.6,22.3,3.62,5,lh,24.3,96.0,23.7,31.6,1011.2,1012.9,0.0,80.0,10.0,79.0,77.0,0.0,0.0,0.0,0.0,2.5,2.6,270.0,304.0,8.6,0.0,0.11,25.4,26.4,26.2,26.7,0.458,0.455,0.458,0.453,lh,2020
2020-11-16,29.2,24.3,35.3,29.3,2020-11-16T06:18,2020-11-16T18:13,16.89,6.4,0.0,11.6,27.0,3.36,5,lh,24.1,96.0,23.5,30.8,1011.2,1012.9,0.0,35.0,7.0,0.0,95.0,0.0,0.0,0.0,0.0,4.7,5.9,212.0,218.0,9.4,0.0,0.12,25.0,26.4,26.3,26.7,0.442,0.444,0.455,0.454,lh,2020
2020-11-17,31.0,23.9,37.7,28.5,2020-11-17T06:18,2020-11-17T18:13,18.39,10.4,0.0,9.3,23.0,3.79,5,lh,24.6,93.0,23.3,30.8,1010.7,1012.4,0.0,65.0,33.0,12.0,92.0,0.0,0.0,0.0,0.0,4.7,5.4,171.0,160.0,10.8,0.0,0.22,25.1,26.1,26.3,26.6,0.437,0.445,0.452,0.454,lh,2020
